BLEU	AL	AL_CA	AP	AP_CA	DAL	DAL_CA	StartOffset	StartOffset_CA	EndOffset	EndOffset_CA	LAAL	LAAL_CA	ATD	ATD_CA	NumChunks	NumChunks_CA	RTF	RTF_CA
17.425	919.244	1590.5	0.615	0.786	1288.327	1795.35	1280.0	1715.837	0.0	1023.702	980.901	1637.928	938.171	1089.572	14.5	14.5	1.0	1.249
