ASR_BLEU	AL	AL_CA	AP	AP_CA	DAL	DAL_CA	StartOffset	StartOffset_CA	EndOffset	EndOffset_CA	LAAL	LAAL_CA	ATD	ATD_CA	NumChunks	NumChunks_CA	DiscontinuitySum	DiscontinuitySum_CA	DiscontinuityAve	DiscontinuityAve_CA	DiscontinuityNum	DiscontinuityNum_CA	RTF	RTF_CA
15.448	1724.895	2417.4	0.425	0.579	1358.812	2072.157	1280.0	1750.712	1366.0	1366.0	1724.895	2417.4	1440.146	2251.249	9.5	9.5	110.0	110.0	55.0	55.0	1	1	1.326	1.326
